timestamp,symbol,action,price,quantity,value_usd,reason,confidence,trade_type,mode
2026-05-22 12:14:01,LINKUSDT,SELL,9.922,1.583949,15.72,Automated TAKE PROFIT triggered,10,intraday,PAPER
2026-05-22 21:19:06,ETHUSDT,SELL,2074.13,0.00708,14.68,Automated STOP LOSS triggered,10,intraday,PAPER
2026-05-23 03:27:59,DOGEUSDT,SELL,0.1018,143.815916,14.64,Automated STOP LOSS triggered,10,intraday,PAPER
2026-05-23 05:19:34,LINKUSDT,BUY,9.364,1.60188,15.0,"LINK is approaching oversold territory on both 15m (RSI 33) and 1H (RSI 29.71) charts, signaling a potential mean-reversion bounce. MACD histogram on 15m is turning positive (0.0036), hinting at early momentum shift. Fear & Greed at 28 (Fear zone, near Extreme Fear threshold) triggers BUY bias and 50% wider take-profit per rules. Price is trading near 24h low with declining sell volume (4348 vs 13276 avg), suggesting exhaustion. BTC dominance at 58% is cautionary for alts, but LINK's oversold dual-timeframe setup with sentiment near extreme fear justifies a controlled entry. No bearish headlines to override. Risk managed tightly with mid-cap rules.",7,intraday,PAPER
2026-05-23 05:19:37,DOGEUSDT,BUY,0.1015,147.783251,15.0,"DOGE showing oversold conditions on both 15m RSI (35.63) and 1H RSI (29.44), approaching extreme oversold territory. MACD histogram turning positive on 15m (0.0001) ï¿½ early momentum reversal signal. Price near lower Bollinger Band support at 0.1012, suggesting bounce potential. Fear & Greed at 28 (Fear) triggers BUY bias ï¿½ market bottom signal per rules. However, BTC dominance at 58.04% is a headwind for alts, and volume is critically LOW (267K vs 5M avg) ï¿½ no volume confirmation yet. Cautious entry at current levels with tight meme coin stop. Waiting for any volume pickup. No news catalyst present. Partial conviction trade given low volume, but RSI confluence across timeframes justifies entry.",7,intraday,PAPER
2026-05-23 05:19:39,BTCUSDT,BUY,75551.11,0.000199,15.03,"1H RSI at 28.81 is approaching oversold territory (below 35 threshold for BTC/ETH), meeting our conservative BUY criteria. Fear & Greed at 28 (Fear) signals a potential market bottom ï¿½ widens take-profit by 50%. MACD histogram on 15M is turning positive (30.13) suggesting short-term momentum shift. Price near lower Bollinger Band providing support. BTC is trending on CoinGecko adding momentum. However, EMA 20 below EMA 50 on both timeframes signals bearish trend, BTC dominance at 58% is elevated, and volume is extremely low (3.47 vs 93.93 avg) which is a concern. Entering cautiously at current price with conservative BTC/ETH risk parameters, widening TP due to Fear conditions.",7,swing,PAPER
2026-05-23 05:37:03,AVAXUSDT,BUY,9.13,1.642935,15.0,"AVAX is showing oversold conditions on both 15m RSI (31.12) and 1h RSI (29.41), with price near the 24h low of $9.099 ï¿½ a potential capitulation zone. Fear & Greed at 28 (Fear) signals a market bottom bias, warranting a BUY with widened take-profit targets (+50%). Price is pressing the lower Bollinger Band, historically a mean-reversion trigger. However, caution flags exist: EMA 20 below EMA 50 on both timeframes confirms downtrend, MACD histogram still negative, BTC dominance at 58.06% signals altcoin weakness, and volume is below average (5805 vs 8150). No bullish news catalysts. This is a counter-trend bounce play off oversold extremes, not a trend-following setup. Tight entry near lows with disciplined stop below today's low.",7,intraday,PAPER
2026-05-23 05:37:06,SUIUSDT,BUY,1.0314,14.543339,15.0,"SUI is showing extreme oversold conditions on both 15m RSI (27.68) and 1h RSI (26.18), with price near 24h low and hugging the lower Bollinger Band at $1.0325 ï¿½ a classic bounce setup. Fear & Greed at 28 (Fear) triggers BUY bias and widens take-profit by 50%. Despite bearish MACD and EMA structure (price below EMA20/50), the depth of the selloff (-7.39% in 24h, -6.98% on 1h) suggests capitulation exhaustion. Volume is below average, limiting conviction slightly, but RSI extremes on two timeframes align. BTC dominance at 58% is a mild headwind for alts, but oversold bounce setups can still deliver sharp recoveries. No negative news headlines present. Targeting a mean-reversion bounce toward EMA20 resistance.",7,intraday,PAPER
2026-05-23 05:37:08,INJUSDT,BUY,4.84,3.099174,15.0,"INJ is showing extreme oversold conditions on the 15m RSI (22.69) with price hitting the 24h low exactly at current price, suggesting capitulation. Volume spike is 2x+ above average (96k vs 47k) ï¿½ classic exhaustion/reversal signal. Fear & Greed at 28 (Fear) triggers BUY bias and widens TP targets by 50%. However, headwinds exist: BTC dominance at 58% is elevated (altcoin weakness), MACD still bearish on both timeframes, and price is below all EMAs. 1H RSI at 34 is approaching oversold but not there yet. Neutral news removes headline risk. High-conviction bounce trade only ï¿½ tight stop below current low with asymmetric upside toward BB mid.",7,intraday,PAPER
2026-05-23 05:37:11,DOTUSDT,BUY,1.244,8.010712,9.97,"DOT is at extreme oversold levels on both 15m (RSI 25.46) and 1H (RSI 29.13) charts, sitting at the 15m Bollinger Band lower boundary ($1.246) near current price ($1.244), signaling a potential mean-reversion bounce. Fear & Greed at 28 (Fear zone) supports a contrarian buy bias. However, BTC dominance at 58.06% is a headwind for altcoins, MACD is still bearish on both timeframes, EMA 20 is below EMA 50, and volume is significantly below average (14k vs 50k avg), suggesting weak participation. No trending catalyst for DOT. Playing this as a technical bounce from oversold/lower BB support only ï¿½ tight risk management applied.",7,intraday,PAPER
2026-05-23 08:36:09,SOLUSDT,SELL,82.03,0.177012,14.52,Automated STOP LOSS triggered,10,intraday,PAPER
2026-05-23 08:36:12,LINKUSDT,SELL,9.12,1.60188,14.61,Automated STOP LOSS triggered,10,intraday,PAPER
2026-05-23 08:36:14,DOGEUSDT,SELL,0.0994,147.783251,14.69,Automated STOP LOSS triggered,10,intraday,PAPER
2026-05-23 08:36:16,AVAXUSDT,SELL,8.868,1.642935,14.57,Automated STOP LOSS triggered,10,intraday,PAPER
2026-05-23 08:36:19,SUIUSDT,SELL,0.9979,14.543339,14.51,Automated STOP LOSS triggered,10,intraday,PAPER
2026-05-23 08:36:22,DOTUSDT,SELL,1.21,8.010712,9.69,Automated STOP LOSS triggered,10,intraday,PAPER
2026-05-24 11:43:50,INJUSDT,SELL,5.331,3.099174,16.52,"Automated TAKE PROFIT triggered",10,intraday,PAPER
2026-05-26 09:44:52,NEARUSDT,BUY,2.696,27.818991,75.0,"NEAR is trending on CoinGecko with a massive 13.8% 24h surge, showing strong momentum. On the 1H chart, EMA20 (2.6896) is well above EMA50 (2.5846) confirming bullish trend, and price has gained 3.06% over last 20 candles. Current price has pulled back to near the 15M Bollinger lower band (2.6875) and 15M RSI at 39.91 suggests oversold on short timeframe — a healthy dip within an uptrend. Fear & Greed at 34 (Fear, improving from 30) supports dip-buying. BTC dominance at 58.21% is a mild concern for alts, but NEAR's trending status and strong 1H structure override this. 15M volume is currently low suggesting the pullback is weak/exhausted. Entry on this consolidation dip with tight stop below today's structure.",7,intraday,PAPER
2026-05-27 17:46:14,NEARUSDT,SELL,2.54,27.818991,70.66,"Automated STOP LOSS triggered",10,intraday,PAPER
2026-05-27 05:58:22,NEARUSDT,BUY,2.539,29.539189,75.0,"NEAR is at Extreme Fear (25/100) — a strong market bottom signal that widens TP targets by 50%. Price is near 24h lows after a brutal -12.33% dump on the 1H, with RSI at 40.47 and approaching oversold territory. The 15M chart shows early recovery: MACD histogram turning positive (0.0094), price up 1.07% last 5 candles, and price pressing toward the BB mid. NEAR is trending on CoinGecko, adding momentum. BTC dominance at 57.93% is a headwind for alts, but Extreme Fear historically marks reversal points. Volume is below average — not ideal — but trending status and fear-bottom setup justify entry. Widening TP by 50% per Extreme Fear rules.",7,intraday,PAPER
2026-05-27 05:58:25,SUIUSDT,BUY,1.0045,74.664012,75.0,"Fear & Greed at 25 (Extreme Fear) is a strong bottom signal — per rules, this triggers BUY bias and widens TP targets by 50%. SUI is Tier 1, best risk/reward. 1H RSI at 39.77 approaching oversold territory after -4.35% drop over 20 candles — momentum exhaustion likely. 15M MACD histogram turning positive (0.0008) signals early bullish momentum shift. Price is sitting near Bollinger mid-band with recent 0.57% recovery in last 5 candles. Volume is below average (below 2x spike threshold) so conviction is moderate, not maximum. BTC dominance at 57.93% is elevated — mild headwind for alts, hence confidence capped at 7. No bearish headlines to block entry. Extreme Fear bounce setup with early technical reversal signs warrants controlled long entry.",7,intraday,PAPER
2026-05-27 05:58:28,INJUSDT,BUY,5.745,13.05483,75.0,"INJ showing strong momentum with 15M volume spike massive at 95,426 vs 26,185 avg (3.6x average) — this is a major entry signal. Price broke above Bollinger Upper Band (5.7323) at 5.745, confirming bullish breakout. MACD histogram turning positive (0.0085) on 15M suggesting momentum shift. 1H EMA20 (5.6918) above EMA50 (5.5971) confirms uptrend structure. RSI at 57 gives room to run before overbought. Fear & Greed at 25 (Extreme Fear) is a strong bottom signal — applying 50% wider TP per rules. BTC dominance at 57.93% is a headwind for alts, but volume spike overrides caution. Neutral news keeps conviction at 7, not higher.",7,intraday,PAPER
2026-05-27 06:15:07,SOLUSDT,BUY,83.85,0.894454,75.0,"Extreme Fear at 25 (bottom signal) triggers BUY bias with widened TP targets. SOL sitting at daily low support ~$82.86 with 15M MACD histogram turning positive (0.0298) — momentum shift forming. RSI 43 on 1H shows oversold drift without extreme panic, leaving upside room. Price hugging lower Bollinger Band on 15M near mid-band support. EMA 20/50 compression on 15M suggests coiling for a move. BTC dominance at 57.93% is elevated but Extreme Fear historically precedes sharp alt bounces. Volume below average suggests seller exhaustion rather than distribution. No bearish headlines to invalidate. Per Extreme Fear rules, TP widened 50% from standard 6% to ~9%. Risk/reward comfortably exceeds 2.5:1 minimum.",7,swing,PAPER
2026-05-27 08:43:34,DOGEUSDT,BUY,0.1025,731.707317,75.0,"DOGE showing bullish momentum on 15M with RSI 66.22, MACD histogram positive and expanding, price pressing against upper Bollinger Band at 0.1027 — a breakout above this level is a strong buy signal. Volume at 6.47M vs 5.57M avg (~1.16x) shows moderate uptick. EMA 20 crossed above EMA 50 on 15M confirming short-term trend change. Fear & Greed at 25 (Extreme Fear, worsening) is a market bottom signal triggering BUY bias per rules. BTC dominance at 57.94% is high so altcoin caution applies, but DOGE as a meme coin often decouples. 1H RSI 59 still has room. Applying Extreme Fear 50% wider TP. Risk/reward remains favourable above 2.5:1.",7,intraday,PAPER
2026-05-27 08:43:36,FETUSDT,BUY,0.2488,140.554795,34.97,"FET showing strong 15M momentum: volume spike 2.54x average (major signal), RSI 57.89 with room to run, MACD histogram turning positive (0.0006) from negative — early bullish crossover. Price breaking above Bollinger Band upper (0.2486) at 0.2488 confirms breakout. 1H EMA20 (0.2465) above EMA50 (0.2392) confirms uptrend. Fear & Greed at 25 (Extreme Fear) = bottom signal, widens TP target by 50% per rules. BTC dominance at 57.94% is elevated but volume spike overrides caution. AI narrative coin on a dip — textbook Tier 2 entry. No bearish headlines to worry about. Risk/reward satisfies minimum 2.5:1 requirement.",7,intraday,PAPER
2026-05-27 09:30:15,FETUSDT,SELL,0.2435,140.554795,34.23,Automated STOP LOSS triggered,10,intraday,PAPER
2026-05-27 09:45:17,NEARUSDT,SELL,2.484,29.539189,73.38,Automated STOP LOSS triggered,10,intraday,PAPER
2026-05-27 10:02:41,NEARUSDT,BUY,2.467,30.401297,75.0,"NEAR is at extreme oversold levels with RSI 33.98 on 1H and 34.31 on 15M, approaching the lower Bollinger Band ($2.471) with current price at $2.467 — essentially touching support. Fear & Greed at exactly 25 (Extreme Fear threshold) triggers strong BUY bias with widened TP targets. NEAR is actively trending on CoinGecko adding momentum catalyst. BTC dominance at 57.96% is a headwind for alts, but the extreme oversold + trending status + fear bottom signal outweighs this. Volume is low vs average suggesting selling exhaustion rather than panic continuation. Price has dropped 10.75% in 20 candles — a mean reversion bounce is high probability. Applying Extreme Fear 50% TP widening per rules.",7,intraday,PAPER
2026-05-27 10:02:44,TAOUSDT,BUY,274.5,0.273224,75.0,"TAO is trending on CoinGecko and sitting at Extreme Fear (25/100) — a historically strong bottom signal that widens TP targets by 50%. Price is near 24h low ($270.4) with RSI 40.63 on 1H and 43.38 on 15M, approaching oversold but not yet extreme. MACD histogram on 15M is turning positive (0.0643) — early momentum shift. Price is below all key EMAs but consolidating near Bollinger lower band, suggesting compression before bounce. BTC dominance at 57.96% is elevated but TAO's trending status adds independent momentum. Volume is weak currently, so sizing conservatively. AI narrative coin on a significant dip with fear capitulation = solid asymmetric setup. Extreme Fear widens TP to ~10.5%.",7,swing,PAPER
2026-05-27 19:58:45,SUIUSDT,SELL,0.9714,74.664012,72.53,Automated STOP LOSS triggered,10,intraday,PAPER
2026-05-27 19:59:40,SUIUSDT,BUY,0.9714,35.999601,34.97,"SUI 1H RSI at 27.95 is deep oversold territory — near EXTREME priority threshold. Price sitting at 24h low ($0.9688 support) with 15M RSI also at 30.37, both signaling exhaustion of selling pressure. Fear & Greed at 25 (Extreme Fear) is a strong market bottom signal — per rules, widen take-profit by 50%. BTC dominance at 57.74% is elevated (alt headwind), but extreme fear + oversold RSI combination overrides this concern for a bounce trade. MACD still bearish but price near lower Bollinger Band ($0.973) suggests mean reversion setup. Volume slightly below average — watch for confirmation spike. No bearish headlines to block entry. Applying Extreme Fear adjusted targets: wider TP. Clean asymmetric bounce trade from key support.",7,intraday,PAPER
2026-05-27 20:14:30,NEARUSDT,SELL,2.65,30.401297,80.56,Automated TAKE PROFIT triggered,10,intraday,PAPER
2026-05-27 20:30:09,INJUSDT,SELL,5.621,13.05483,73.38,Automated STOP LOSS triggered,10,intraday,PAPER
2026-05-27 21:47:56,DOGEUSDT,SELL,0.0998,731.707317,73.02,Automated STOP LOSS triggered,10,intraday,PAPER
2026-05-27 21:47:59,TAOUSDT,SELL,266.2,0.273224,72.73,Automated STOP LOSS triggered,10,intraday,PAPER
2026-05-28 01:39:46,SUIUSDT,SELL,0.9519,35.999601,34.27,Automated STOP LOSS triggered,10,intraday,PAPER
2026-05-28 02:27:35,SOLUSDT,SELL,82.16,0.894454,73.49,Automated STOP LOSS triggered,10,intraday,PAPER
2026-05-28 03:29:34,BTCUSDT,SELL,73778.01,0.000199,14.68,Automated STOP LOSS triggered,10,intraday,PAPER
2026-05-28 07:28:04,SOLUSDT,BUY,81.14,0.924328,75.0,"Extreme Fear at 22/100 is a strong market bottom signal with BUY bias. 1H RSI at 32.13 is approaching oversold territory, signaling a high-priority entry for SOL. MACD histogram on 15M is turning positive (0.1049), indicating early momentum shift. Price is holding above Bollinger Band lower on 15M ($80.02) with a slight 0.46% recovery in last 5 candles. BTC dominance at 57.74% is a cautionary signal for alts, but Extreme Fear typically precedes sharp reversals. Volume is below average, so position sizing is moderate. No bearish headlines to block entry. Applying Extreme Fear rules: widening take-profit by 50% to ~9% target. Risk/reward exceeds 2.5:1 requirement.",7,swing,PAPER
2026-05-28 07:28:08,NEARUSDT,BUY,2.402,31.22398,75.0,"Extreme Fear at 22 (below 25 threshold) triggers strong BUY bias with widened take-profit targets. 1H RSI at 37.35 approaching oversold territory, price near 24h lows at $2.364 support. 15M MACD histogram turning positive (0.0041) — early momentum shift. Price coiled near Bollinger Band midline on 15M, last 5 candles up 0.88% showing nascent recovery. Key risk: BTC dominance at 57.74% signals altcoin weakness, 1H EMA 20 below EMA 50 confirms downtrend, and volume is LOW (180K vs 459K avg) — no conviction surge yet. Extreme Fear bounce play with tight risk management. Stop below today's low.",7,swing,PAPER
2026-05-28 07:28:11,SUIUSDT,BUY,0.925,81.081081,75.0,"1H RSI at 27.96 is deep oversold territory — high priority entry signal per rules. Extreme Fear at 22/100 is a strong market bottom signal with BUY bias. 15M MACD histogram turning positive (0.0019) shows early momentum shift, price up 1.36% last 5 candles — nascent recovery forming. Price sitting near 15M Bollinger lower band support at 0.8971 with bounce already initiating. Key risk: BTC dominance at 57.74% is elevated, weighing on alts, and volume on 15M is below average (708K vs 1.32M avg) — no volume confirmation yet. Extreme Fear widens TP target by 50%. Entering with caution given weak volume but RSI + sentiment combo justifies position. Tight stop below today's low.",7,intraday,PAPER
2026-05-28 07:28:14,DOGEUSDT,BUY,0.0985,761.42132,75.0,"Extreme Fear at 22 (below 25 threshold) triggers strong BUY bias with widened take-profit targets. 1H RSI at 34.62 approaching oversold territory — high priority entry signal. 15M MACD histogram turning positive (0.0001) showing early momentum shift. Volume slightly above average (1.11x) with price recovering +0.89% last 5 candles showing nascent momentum. Price near Bollinger Band mid-support at 0.0983. Negatives: EMA 20 below EMA 50 on both timeframes (bearish trend), BTC dominance at 57.74% hurts alts, market cap down 3.27%. However, Extreme Fear environment typically precedes sharp bounces for high-beta meme coins. With widened targets per Extreme Fear rules, risk/reward is favorable at ~3:1.",7,intraday,PAPER
2026-05-28 07:28:17,TAOUSDT,BUY,260.0,0.288462,75.0,"TAO showing classic oversold bounce setup. 1H RSI at 33.47 approaching oversold territory with -6.74% drop over last 20 candles — significant dip on an AI narrative coin. Extreme Fear at 22/100 is a strong market bottom signal, widening TP targets by 50%. 15M chart showing early recovery: MACD histogram turning positive (0.4895 crossover forming), price up 1.25% last 5 candles, holding near Bollinger lower band support at $254.24. Price currently below EMA20/50 on both timeframes but bouncing from $255 low. BTC dominance at 57.74% is cautionary for alts, but Extreme Fear bottom signal overrides this. Volume below average suggests we're in accumulation phase — entry here with tight discipline fits the AI dip-buy rule. Extreme Fear widens TP to ~10.5%.",7,swing,PAPER
2026-05-28 07:28:20,RENDERUSDT,BUY,2.017,37.183937,75.0,"1H RSI at 28.25 is near extreme oversold territory — high priority entry per rules. Price down 11.54% over last 20 candles with 9.91% 24h drop signals capitulation. MACD histogram turning positive on 15M (0.0044) suggests early momentum reversal. Price bouncing 1.2% off 24h low of $1.98. Fear & Greed at 22 (Extreme Fear) = strong market bottom signal, widening TP targets by 50%. RENDER is Tier 2 AI narrative coin — buy significant dips per rules. BTC dominance at 57.74% is a headwind for alts, but extreme oversold conditions and fear sentiment override for this setup. No bearish news to hold back entry. Volume below avg — watch for confirmation spike. Risk/reward remains valid with widened targets.",7,swing,PAPER
2026-05-28 07:28:22,AVAXUSDT,BUY,8.828,5.663786,50.0,"1H RSI at 29.88 is near oversold threshold (<30), triggering high-priority entry signal. Extreme Fear at 22/100 is a strong market bottom signal per sentiment rules, with wider take-profit targets applied (50% extension). MACD histogram on 15M has turned positive (0.0084), showing early momentum reversal. Price bouncing off 15M lower Bollinger Band and holding above 24h low of $8.715. Caution warranted: BTC dominance at 57.74% is elevated (altcoin headwind), volume on latest candle is below average (0.56x), and EMA 20 is below EMA 50 on both timeframes confirming downtrend. However, Extreme Fear + near-oversold RSI on 1H creates asymmetric bounce opportunity. Risk managed tightly.",7,intraday,PAPER
2026-06-06 08:49:40,RENDERUSDT,SELL,1.684,37.183937,62.62,Bot offline — emergency close at market price,10,intraday,PAPER
2026-06-06 08:49:40,SUIUSDT,SELL,0.7099,81.081081,57.56,Bot offline — emergency close at market price,10,intraday,PAPER
2026-06-06 08:49:40,NEARUSDT,SELL,2.023,31.22398,63.17,Bot offline — emergency close at market price,10,intraday,PAPER
2026-06-06 08:49:40,TAOUSDT,SELL,197.7,0.288462,57.03,Bot offline — emergency close at market price,10,intraday,PAPER
2026-06-06 08:49:40,AVAXUSDT,SELL,6.87,5.663786,38.91,Bot offline — emergency close at market price,10,intraday,PAPER
2026-06-06 08:49:40,SOLUSDT,SELL,64.48,0.924328,59.6,Bot offline — emergency close at market price,10,intraday,PAPER
2026-06-06 08:49:40,DOGEUSDT,SELL,0.08235,761.42132,62.7,Bot offline — emergency close at market price,10,intraday,PAPER
2026-06-14 06:56:50,WIFUSDT,BUY,0.1586,31.525851,5.0,FORCE TEST TRADE — verifying bot pipeline,10,intraday,PAPER
2026-07-06 23:38:05,WIFUSDT,SELL,0.1739,31.525851,5.48,"Automated TAKE PROFIT triggered",10,intraday,PAPER
2026-07-08 05:40:33,WIFUSDT,BUY,0.1595,62.695925,10.0,Manual $10 test buy â€” verifying live pipeline,10,intraday,PAPER
2026-07-08 09:16:04,WIFUSDT,SELL,0.1547,62.695925,9.7,Automated STOP LOSS triggered,10,intraday,PAPER
